path,size_bytes,sha256
ARTIFACT_INDEX.csv,1337,2808d2072d9c2542868368ce54486756439ec0510737f95465e4353d49e439f0
MASTER_STATUS.json,1554,7e72fe308be8db1331a24063338badc5d23cbcc5b1af1a2eb763bce272a714d2
MASTER_VALIDATION_REPORT.json,2041,f1ddf03e6810e9ce3cfa99b6771c528277c45a3d0aefe4f0aa7ab07c64a4ea31
README_EN.md,2082,1d4a28f3207bc026b4ac86e565cd35902fed189871c0f86f2bb6db0cc96f4531
README_JA.md,3223,72fbcd4614c5a45825c3c77119a653bfca06fbd79899988c5f4d88cd162ece1e
canonical/GWBHSIFA_LINEAGE_CLOSURE_v1.0.8_RESULTS_FOR_REVIEW.zip,22344528,f8a76b16741b0387b4779fae851c8e040d7f3db58023f419635e21c80423ccbf
canonical/GWBHSIFA_LINEAGE_CLOSURE_v1.0.8_RESULTS_FOR_REVIEW.zip.sha256,121,753f1147ecc6e29a711868fa71a40fab19d860550d8b951c825fa1afe14ebb93
documentation/AI_USE_DISCLOSURE.md,705,37898f1d950f8776be7e6d57c30d12e29423da368e4009db381a0bb923f2fd89
documentation/CLAIM_BOUNDARY.md,916,d8d36180dcbe72e82bd0749e30d17389d5d780adcc3fdf33dcec0499bdbf80e8
documentation/KNOWN_LIMITATIONS.md,787,488bed8253558c1d1a7de1b1428b8f45da1bbc9d84329b22e886e592ae764d3d
documentation/PUBLICATION_READY_SUMMARY.md,1112,dc3838d8ab0ad5058206f54d6cbf01f398c30e1cbf5ef48ee0a8e574b3a17b9f
documentation/REPRODUCIBILITY_MAP.md,874,b5152a19bd771f678e33d75a11e582a6647ae74cfbfeec5cc8f16400c68c1dda
documentation/RESULT_TO_NEXT_BRANCH_MAP.md,1061,b2d4d46b51eb8fc01c56d0c283500e8ef4c454df4f189a2459feff5cb5e3a8ef
documentation/STOPPING_RULE_AND_FAILURE_BOUNDARY.md,783,c15a561a670a3c112a5db5223ff189adb47191c5be636e8d348493726b2eeebd
final_state/ADJUDICATION_INTEGRATION_AUDIT.csv,393,fe6ab3244fe937129e543f7c6b820bb62458dbf2db2347f10ef25e5f0293c90f
final_state/COMBINED_REVIEW_QUEUE.csv,23,1e2e5c366ae4cec2c83506dd4315e4cb5dfe8f6a6cf83431cd6ceda31f6c4d09
final_state/DCC_SNAPSHOT_AUDIT.json,287,472039df05c88037637e73a5b63b0fb870bda847e6c8d70bef595300e10aa871
final_state/INDEPENDENT_REVIEW.json,238,a6e4cb7fd5de8b93f6c5c8540575bfaa20c04f67ce4b97bc4e7948a3d207e29f
final_state/LINEAGE_CLOSURE_REPORT.json,1078,41f04a4a4d66ab8c51fc1e6aead54b7654937a1f2f11e665334a7eff614bd86d
final_state/LINEAGE_CLOSURE_REQUIREMENT_MATRIX.csv,1689,89527d40b318f55edafc563a485202b70b285bfc4d0a68fda1579a75c7ab9c1b
final_state/LINEAGE_REVIEW_QUEUE.csv,273,d67886224a1b1644381c39fb201b7f120e150a1359bf01888ca582b9969059db
final_state/RUN_SUMMARY.json,539,c0cc44e1d6ad140b9f548c086c79316c5d99a00de7041afda8740ddbcbffd53f
final_state/SNAPSHOT_CLOSURE_NOTE_JA.md,384,ab2930935ee29fb1e1a2d1585ba05011ed237be81dbeef451f52b75efadaeb30
final_state/SOURCE_EXHAUSTION_AUDIT.json,173,f9eaf9a6290cd2e9ceea2693348b4e26bf37ae4c2c250ef625045b3cad720b6c
foundation/GWBHSIFA_FOUNDATION_REBUILD_PHASE0-3_v1.0.1_COMPLETE_STOPPED.zip,682316,05267843367a913e7d3bb69053b12245c710f88c94bf5993f4b3cebb7b19f208
foundation/GWBHSIFA_FOUNDATION_REBUILD_RESULT_REVIEW_v1.0.1_JA.md,5487,d6c7514ccca82feb0696a7dbfcf4a59c243ee33a8ddd6eb6e923b0da450bdfce
historical_reviews/GWBHSIFA_LINEAGE_CLOSURE_v1.0.4_EXTERNAL_REVIEW_JA.md,4689,7a716435f3d17cf7bd389c6c000ad68897aa50a8abc8ac9e905aa95f576e79e5
historical_reviews/GWBHSIFA_LINEAGE_CLOSURE_v1.0.6_EXTERNAL_REVIEW_JA.md,5331,7fabe5c3f47bd8f70d0b9a555c632eb374230cabbec5ee621e7387668cffe198
provenance/FINAL_L01_L10_MATRIX.csv,1689,89527d40b318f55edafc563a485202b70b285bfc4d0a68fda1579a75c7ab9c1b
provenance/HISTORICAL_CORRECTIONS_LEDGER.csv,780,11ab115bc8eb1153f56ddb24df6035a28a45bf293d451332a88b14d945eff669
provenance/NESTED_ARCHIVE_CHAIN.csv,3613,816ae233bfbaa64e88d09bd9a2330c8634d8bf0200f8336c9295290ca725cb55
provenance/RUN_REGISTER.csv,1427,07d37fb29e9ef3a8282da687e5f3726a3df72884b41c5b2fbc6dd2677ad2ae57
provenance/UPSTREAM_BRANCH_HASHES.csv,475,462bebc9fcf5b306e148abdfe0b97c26fb01a87e1475a74191f2ea32c61e46c8
